business_id,name,city,state,total_reviews,positive_reviews,negative_reviews,avg_sentiment_score,positive_percent
3BJxm-HnvzdwD1zjmSbmyQ,Golden Chopstick Chinese Restaurant,Philadelphia,PA,1,1,0,0.9998396635055542,100.0
3C9l3PNoadQ9U2JEb-Qtpg,Bar Louie - Carmel,Carmel,IN,2,2,0,0.9997748732566833,100.0
3IjpO8tHrDkltcshN_m-7g,Southwest Airlines,Tucson,AZ,1,0,1,0.9990254640579224,0.0
3NdRfVpi3-tfk9vdiJ_F7w,Renaissance New Orleans Arts Warehouse District Hotel,New Orleans,LA,1,1,0,0.9402186274528503,100.0
3OGzmGqWwsyGLkhnxrA9Pw,Gourmet Pizza Company,Tampa,FL,5,2,3,0.9826082110404968,40.0
3PlpoDgeAQAreL8FM2LelA,Kauboi Izakaya,Reno,NV,2,2,0,0.9998205602169037,100.0
3ZynJ94VpIdDlaArmEp2Rg,More Than Just Ice Cream,Philadelphia,PA,1,0,1,0.9978837370872498,0.0
3nM3QNlex3OkNqM7FZTFPg,Heng Fa Food Market,Philadelphia,PA,1,0,1,0.9901526570320129,0.0
3sdlpskDaXr1P59BYjGoFw,Giovani Pizza,Philadelphia,PA,1,1,0,0.9993233680725098,100.0
3swi9WaTqK63zsSrC9FZHA,Two Rivers Campground,Nashville,TN,1,1,0,0.999578058719635,100.0
3vVFJ93wUPYqdVQ5Cf5z6Q,TRiMM Salon Color Bar,Santa Barbara,CA,2,1,1,0.9659503996372223,50.0
3wogQmKw729tKKWaVbZvbg,World Famous N'awlins Cafe & Spice Emporium,New Orleans,LA,1,0,1,0.9796665906906128,0.0
3zKG81wqSbEwHLlG3HGeQg,Escape,Reno,NV,1,1,0,0.9998127818107605,100.0
4-MogH7DSctJCHmAwUoUug,Lakeside Massage Spa,Metairie,LA,1,1,0,0.9924793243408203,100.0
41HvjLTN2auKuXvix5s-tw,Magic Nails,Brentwood,TN,1,0,1,0.9997357726097107,0.0
45siW2fI0Cuv5ZKCS23knA,Brew D Licious,Saint Petersburg,FL,1,1,0,0.9998905658721924,100.0
46_2e1hnQ4csLrYnhn6bkw,Whetstone Tavern,Philadelphia,PA,1,1,0,0.999830961227417,100.0
46fEorqn2nVbxdclHdHdKg,Gentelin's On Broadway,Alton,IL,1,1,0,0.999698281288147,100.0
4As-DeKQELpu0JCqBAP4kA,Nk Nails & Spa-Creve Coeur,Saint Louis,MO,1,1,0,0.9997410178184509,100.0
4DTGsmjExLNCOZlXuqXL2g,Boiling Pot,New Orleans,LA,1,0,1,0.99935382604599,0.0
4FaYG9qKDpDyr68bKmaIEw,Capitol Cellars,Boise,ID,1,1,0,0.9998834133148193,100.0
4S_yN5o0EvXvV6GNvesTKw,Sister Muhammad's Kitchen,Philadelphia,PA,1,0,1,0.9996535778045654,0.0
4WdDY97x4GdMYtyk1KQMnw,Lilly's Cafe,New Orleans,LA,4,3,1,0.9910767078399658,75.0
4_W5pstoN1166TGjjPOrMg,Prohibition Taproom,Philadelphia,PA,1,1,0,0.9873594641685486,100.0
4ajMQOHEfdHma8deYOXr1A,Whistle Stop Gourmet Coffee Shop,Plant City,FL,1,1,0,0.999678373336792,100.0
4fR127n3kaOL2A9NPbw3PA,Hey Guys Comedy Club,Fairview Heights,IL,1,1,0,0.999846339225769,100.0
4ib9kGHlwqWPalWjh-dZhQ,Yama-Taiyo Japanese Cuisine & Sushi Bar,Palm Harbor,FL,1,1,0,0.9987075328826904,100.0
4puDEkq0E27Nrq5nQiVqzg,Five Guys,Indianapolis,IN,1,1,0,0.9995480179786682,100.0
50MNOCMK3OxqR_VL3Bsupg,Sprint Store,Philadelphia,PA,1,0,1,0.9997233748435974,0.0
50Q2uIgwUqmWGLjn_1HSlg,Hayman Jewelry Co,Tampa,FL,1,1,0,0.9996917247772217,100.0
50TGaB-hcv4R3QiWUmIP_w,Haveli Indian Cuisine,Indianapolis,IN,1,1,0,0.9892686009407043,100.0
54NQk8KBYd8lMD3bLVbrAQ,Pep Boys,Warminster,PA,1,0,1,0.9994140863418579,0.0
56q_auFAzhHK9Dvrs03AVA,Deviate Brewing,Indianapolis,IN,2,2,0,0.994883805513382,100.0
5BJVmYyAY87tWTRhv1Vfog,Willard Pest Control,Abington,PA,1,1,0,0.9996036887168884,100.0
5F7ZVghsgRunOIY3qP8dxQ,Diva nails,Reno,NV,1,1,0,0.9998537302017212,100.0
5FDt7sy-70y4_37Dh2qcbw,El Arado Mexican Grill,Indianapolis,IN,1,1,0,0.987787663936615,100.0
5FuQbcHTF_I7PWJzhCMObw,Larry's Steaks,Philadelphia,PA,1,0,1,0.9989665746688843,0.0
5GQPM14khrarsrlID5s2LA,Walgreens,Green Valley,AZ,1,0,1,0.9996846914291382,0.0
5ICfe2tVpdclPijrG5vzZQ,Double Eagle Golf at Snipes Farm,Morrisville,PA,1,1,0,0.9965245127677917,100.0
5JiFbBsbUdb-caBZWRyMSw,The C House,Tampa,FL,1,1,0,0.8723576068878174,100.0
5NSA0-aOjOVQWJYIr8hA-Q,Dots Diner - by Central,Jefferson,LA,1,1,0,0.9687990546226501,100.0
5QKzE17vyeQbxtZs-yKV1g,Le Saigon,Paoli,PA,2,0,2,0.938146561384201,0.0
5RzJ2bjU8bLSaN5SuiUpYA,Plat 99,Indianapolis,IN,2,1,1,0.9991799592971802,50.0
5X43mcuo8-oq9NUZi5m7Jg,Mojito Cuba Caribe,New Hope,PA,1,1,0,0.9998308420181274,100.0
5_6rQ5RtLxypfNPTK7n8ew,Sprint Store,Fairview Heights,IL,2,0,2,0.9989955723285675,0.0
5_sby6qh9I6rwnSuoURSaQ,Nordstrom The Plaza at King of Prussia,King Of Prussia,PA,1,1,0,0.9998395442962646,100.0
5iuo1kvv0XZMS0bUOoLz2Q,Bistro St. Tropez,Philadelphia,PA,1,0,1,0.9496756196022034,0.0
5j2ywRGhhYdia7CuQSzkoA,Funky 544,New Orleans,LA,1,1,0,0.9998112320899963,100.0
5kZtETKu37RuwHATrB4a5g,City Fitness - Graduate Hospital,Philadelphia,PA,2,1,1,0.9620227813720703,50.0
5l67axuAa5EmEV3lLuSa1Q,Smashburger,New Orleans,LA,1,1,0,0.9993593096733093,100.0
5mfkdR_YjnxHUWlNIKnaDQ,Wok House,Saint Albert,AB,1,1,0,0.9996873140335083,100.0
5nqmmrrm5Ux4i21w-xndPQ,Howards In Soulard,Saint Louis,MO,1,1,0,0.9998067021369934,100.0
5qmNrtr0iNyhCk6ky3c97w,The Cheesecake Factory - Cool Springs,Franklin,TN,1,0,1,0.9995101690292358,0.0
5rryuz2myZJI0EfWtrTMxw,MIUCHA,Philadelphia,PA,1,1,0,0.9986648559570312,100.0
5v9Voa4a5MON7mAQO3gV3A,Montesano Bros Trattoria & Catering,Chester Springs,PA,1,1,0,0.9993566870689392,100.0
5vpqoHruyjHALHjxJLSJbA,Gavi Italian Restaurant,Tucson,AZ,1,1,0,0.9776631593704224,100.0
5wgoIQXyP3BEPZLiVi1W8A,The Howlin' Wolf,New Orleans,LA,2,2,0,0.9997306168079376,100.0
5xokROlB8Zo5T-_qbHzsrQ,Buddy Brew Coffee ,Tampa,FL,3,3,0,0.8241986632347107,100.0
61VCde2SRXSwoSPshjXn4Q,Shearz Salon,Sparks,NV,1,1,0,0.9996397495269775,100.0
61YkH57gZYrRk1R5-P-AxA,Kebab Express,Edmonton,AB,1,0,1,0.9994346499443054,0.0
68ThEdiK0eWCEgGEmV9Tng,Southgate,Philadelphia,PA,2,2,0,0.9865644574165344,100.0
69MquJNC3BpgOZvHtutZ-w,Catrina's,Edwardsville,IL,2,1,1,0.9831904470920563,50.0
6CsLAjWXFlLpErBZEmGQ5g,Sky Cafe,Philadelphia,PA,1,0,1,0.9925071597099304,0.0
6FvC6w810uf6O7Ocd6Wpog,Yolklore,St. Louis,MO,2,2,0,0.9973574876785278,100.0
6I_DA3uqOox50rBvjrQ_-g,Aloft Philadelphia Airport,Philadelphia,PA,3,1,2,0.998829702536265,33.333333333333336
6JFTijOMHB46yBoyVOjPCA,Santa Barbara County Courthouse,Santa Barbara,CA,1,1,0,0.9961608648300171,100.0
6JaHpWSKuJgTQTmxHxPe3A,Firestone Complete Auto Care,Saint Louis,MO,1,0,1,0.998963475227356,0.0
6OBV0LXFHVQoUWuQxJxtwA,Fulin's Asian Cuisine,Mt. Juliet,TN,1,1,0,0.9889389276504517,100.0
6ShzbSXGB9vjHHE-ZV_ejA,Side Wok Cafe,Indianapolis,IN,1,1,0,0.9987429976463318,100.0
6UizqjvZhKZkQhHstXVPUg,China Empire,Reno,NV,1,0,1,0.9910749197006226,0.0
6aoXAXNrL7KrGBVRYBMFWw,Andre Richard Salon,Philadelphia,PA,5,3,2,0.9987776875495911,60.0
6bFx8j2KqPfmT0XEUS1RMg,Center City Emergency Dentist,Philadelphia,PA,1,1,0,0.9982585310935974,100.0
6dDC5PSmPEoJYuM8r8dN_A,Whole Foods Market,Reno,NV,1,1,0,0.9932057857513428,100.0
6exYCuj4iSl1Hd6hb0C_Bg,Delicious Designs,Reno,NV,1,1,0,0.9998620748519897,100.0
6h98Tb1tE6hcrS-Ho_MKLw,Darrell and Sharon's Park Street Diner,Saint Petersburg,FL,1,1,0,0.9983470439910889,100.0
6iqDIQCE8sq7Xq1xvhG1Tg,M3 Restaurant,Reno,NV,1,1,0,0.9980792999267578,100.0
6kAXOzE7fqaBZINQV_-_mg,Kien Giang,Nashville,TN,1,1,0,0.9993641972541809,100.0
6mCsrUp9Vl4iXMbOxWtVjA,Dosa Hut Indian Grill,Nashville,TN,2,1,1,0.9544636905193329,50.0
6wPPhvw6cCB1FgNytfQAig,Tony's Pizza,Delran,NJ,1,1,0,0.9995075464248657,100.0
6x6rR-SErwOo3xF2AzXVHA,Newfields: A Place for Nature and the Arts,Indianapolis,IN,1,1,0,0.9998111128807068,100.0
6xrDP4-S2mky3wOprv686A,Atrium Bar,Kenner,LA,1,0,1,0.9726711511611938,0.0
6z0vp2VdMqutVhKuPu-jvw,Free Will Taproom,New Hope,PA,1,1,0,0.9998185038566589,100.0
71U7MxQEhwitJOm4CQpRwQ,KELP Sushi Joint,Tampa,FL,1,0,1,0.9953576922416687,0.0
720J1v3TX-J95cdTJbCpKA,Ninki,Nashville,TN,1,0,1,0.999494194984436,0.0
76xVA7wmqKLURF0tN82N5w,Bar Avalon,West Chester,PA,1,1,0,0.999848484992981,100.0
79OfACVZ_vKmpGxBFF21KQ,Mystickal Tymes,New Hope,PA,2,2,0,0.9996664524078369,100.0
7A-q7-bajt0NxMy36dUfIw,The Station,Merchantville,NJ,1,1,0,0.9997785687446594,100.0
7CXSQYrIep0jdvoYPUIGdQ,Sephora,Philadelphia,PA,1,1,0,0.9085085988044739,100.0
7EhTT4iEuA7JaaWA-eI3Qw,Seasons Cafe & Bakery,Pinellas Park,FL,3,3,0,0.9986385504404703,100.0
7IdIGemGZodDAA_9mJCigA,Farmer Boy,Santa Barbara,CA,1,0,1,0.9962976574897766,0.0
7L1kXfwU5XM6f6Jxo_L7Yg,Casa Molina Del Norte,Tucson,AZ,1,1,0,0.9998847246170044,100.0
7Ld1DxAhSlGSateku0iqbg,Ristorante Attilio,Wilmington,DE,1,1,0,0.9998154044151306,100.0
7O7YHTUB3uqXHsQSLKR0SA,El Jefe Restaurant & Mexican Grill,Newark,DE,1,0,1,0.9991193413734436,0.0
7T1VAYHIS3cgsDj3iS6JWQ,The Frosted Fox Cake Shop,Philadelphia,PA,1,1,0,0.9998747110366821,100.0
7WZ5EGb-Xk_uxQTWc52P4w,Tom Jones Family Restaurant,Brookhaven,PA,1,0,1,0.9994702935218811,0.0
7_Y66S3FtpsdRupcXrTISQ,Sparkle Car Wash,Feasterville Trevose,PA,1,0,1,0.9993513226509094,0.0
7fETFidBtAZuWKanTfa02w,GuestHouse Inn & Suites Music Valley,Nashville,TN,1,0,1,0.9991683959960938,0.0
7gKh-cM6TvfpQPMjMoEbGg,The Naked Peach Waxing Boutique,Philadelphia,PA,1,1,0,0.9998810291290283,100.0
7hsCR9k_GND2QoQyVkITBg,Pho Voorhees,Voorhees,NJ,1,1,0,0.8004563450813293,100.0
7kko-9WTh53VZ_PmrffrSQ,Tasty Tom's,Edmonton,AB,1,1,0,0.9992768168449402,100.0
7l-j0MBJr8KR7Hzk4uaaAQ,Wingstop,Metairie,LA,1,0,1,0.998610258102417,0.0
7lwe7n-Yc-V9E_HfLAeylg,Pub & Kitchen,Philadelphia,PA,3,1,2,0.9914976755777994,33.333333333333336
7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,Philadelphia,PA,2,1,1,0.9446772634983063,50.0
7oja7RjmLEjPvdVtT2mkgA,Hughes Automobile Co,Santa Barbara,CA,1,0,1,0.9995379447937012,0.0
7pxE4BFDibv6Q7MBbNOPQA,Los Rancheros,Indianapolis,IN,1,1,0,0.9848324656486511,100.0
7qDAeIsMVj1McNktlICETw,Contempo Hair Salon,Spring Hill,FL,1,0,1,0.8154034614562988,0.0
7rtrGGsUkVWZFHJaEArJ7g,The Trappe Tavern,Trappe,PA,1,1,0,0.999799907207489,100.0
7tN8hIXdQlfc7Lf5OOyjeg,Gator's Dockside - Tampa,Tampa,FL,1,1,0,0.9998014569282532,100.0
7w-nj4YD5bhO_Jq4KglUOA,United Apparel Liquidators,Nashville,TN,1,1,0,0.9997112154960632,100.0
7wpTBtY2kiMXmW42zvL-fw,Shishkabob House,Kenner,LA,1,1,0,0.9998311996459961,100.0
7yPzOek7Af2dKWGYKpcHWA,Khmer Kitchen,Philadelphia,PA,1,1,0,0.9992990493774414,100.0
8-j10_I745ITrczbkfD-Pw,Desi Village Indian Cuisine,King Of Prussia,PA,2,0,2,0.9767386317253113,0.0
89COhCW-cAD5-fTXPfXYTw,Strange Donuts,Maplewood,MO,1,0,1,0.9997689127922058,0.0
8FALz8g6oaTca0ufiUuF6w,Tabu Lounge & Sports Bar,Philadelphia,PA,2,1,1,0.9979851245880127,50.0
8QJTzIaR5FceGds8HBSIig,Barrio Brewing,Tucson,AZ,2,2,0,0.9877438545227051,100.0
8UPP3VykU0G3OdoRWXvwIA,Sage Yoga & Wellness,Boise,ID,1,1,0,0.9998557567596436,100.0
8YJtf5v76SIz-4udyF4YmA,The Hideout Coffee House,Brandon,FL,1,1,0,0.9991869330406189,100.0
8ZxrekldhUOBA45uGOtIww,Barbers Club of Cherry Hill,Cherry Hill,NJ,1,1,0,0.9996464252471924,100.0
8eDkw7CE0NKqMknPIu26fw,Two Chicks Cafe,New Orleans,LA,2,2,0,0.9886064231395721,100.0
8eaqI61j12B5iVp0yc_stQ,"Dizzy Dugout Cards, Comics & Games",Collinsville,IL,1,0,1,0.9982366561889648,0.0
